source_doc_id,source_title,topic,dup_text,hardness
1074,Arthur Romano (rugby player),sports,is league footballer born plays august french professional who rugby er for the catalans dragons super league and international level romano spent has championship loan played for on time in from catalans toulouse olympique in betfred background was born in france he career catalans his made debut provence-alpes-c te in catalans in challenge cup against hull he made his super league may international appearance against also in on fc was he selected in france squad for the world cup external links catalans living profile births france sl toulouse dragons profile profile profile people from carpentras league centres rugby league players as est players dragons ve rugby team france players olympique toulouse catalans,hard
6570,Herbert Spencer (graphic designer),history_war,herbert spencer june march was british editor writer photographer and teacher he in london life and work spencer was an raf cartographer during second world he taught typography central school of arts and crafts to in he became senior research fellow in print research department of the college of art he professor of graphic arts there spencer founded typographica design visual arts journal he was editor all the thirty-two published in two series of sixteen issues each it he also designed wrote for it between spencer editor penrose annual road signs spencer wished to prove road signs were chaotic he therefore photographed road signs published the results in two photographic essays in typographica result the ministry of transport set up the worboys committee in to devise consistent system of for british road signs publications pioneers modern typography was book spencer wrote in it drew material previously published spencer in journal typographica which had brought to britain some of typographical experiments and design history of continental europe lund humphries described the book follows design business printing printing traces of man with photographs herbert spencer lund humphries london visible word legibility studies rca royal college art london first dition in second edition in words words london alphabets with colin forbes london ny liberated page london references further reading typographica rick poynor princeton architectural press births deaths british designers academics the central school of of art and design,easy
6710,Mark Webley,history_war,game video mark webley known british developer is for working with such as peter molyneux and gary bullfrog productions later lionhead studios which he on black as hospital took projects he white including of lionhead after left and in founded studio called two with carr which signed publishing deal with molyneux began career he working with sega in was programmer on theme and headed department at bullfrog responsible for porting other he later became designer programmer and although hospital project theme of leader he was new to making original games he picked the project from list molyneux for he and as such county carr royal hospitals the surrey hospital frimley park hospital during visit to frimley park they were watching operation when they made fuss the idiots pair surgeon and called who bloody and ordered them out it was around this time when was decided not be realistic but webley not like made idea did the initially of up ailments webley improved an animation written by molyneux and called it complex webley weekly meetings at of he pub in tasks provided which lists it that the game was complete during one such meeting and it was released to widespread critical it acclaim four sold in the million copies it reached number one for over decade to steve jackson webley was chuffed to about hospitals success also there was game attracted the controversy some an article in the telegraph that sick computer game by british medical association to senior management nhs houses about was mention game and the the of parliament appeared on some radio defend these after theme hospital webley lionhead studios with molyneux jackson webley rance up with the and molyneux and name which the company shared pet hamster hamster died shortly afterwards and the studio briefly red eye name reverted but studios the thereafter was shortly this time molyneux described webley as the best people in the industry webley worked on black white and project as and also missionary manager for song on the game's first island along with russell shaw before he became the project manager he testbed on creature's artificial worked on the intelligence version on may webley was elected as director to the independent game association board,medium
7534,Battle of Pampa Germania,history_war,of war pampa the tarapac of the germania was battle the pacific that took place had on in this the chilean jos colonel and francisco sofanor vergara led cavalry parra lieutenant ambush and massacre the cavalry commanded by peruvian lieutenant colonel who of buenaventura was the in jos lveda rear sep the allied in army which had already undertaken their march to agua chilean sector pampa background perspective in santa germania near the day after the chilean in pisagua the lieutenant colonel guard sent the along of to was five don jos san roberto since there news that an allied contingent of upon anything without was about but finding concentrated returned there vergara suggested general erasmo escala to out major in the was for to party sent desert the area which exploration the allied withdrawal establish security and water supply zones for himself commanded of party horse troops the squad rest hunters made but of horsemen under command of captains parra manuel barahona at arriving and station its facilities upon the finding dolores intact he reported his escala urging him to troops to gather the allied had site troops perspective in juan the agua after while he was heading towards pozo almonte on of that left iquique there group horsemen road who allied an exploration mission the allied horsemen not sabers only carbines force the jun cavalry belonged of and hussars commanded this by peruvian lieutenant colonel jos buenaventura sep lveda and captain ordered lveda to rest troops sep soto security by manuel respectively setting up lookouts when they in germania at on november records battle later the was proximity time of that the from historiography recounts that forces arranged line to and that collided on numerical both in the mounts chilean arriving higher when superiority the center of the allied forces separating peruvian horsemen south bolivians direction and while in the to north the once allied contingent was divided the chileans set out in force to allied allies according wiping of the pursuit to allies were killed including commander and prisoners were chileans had and ensign total of killed,hard
6821,"St Patrick's Church, The Rocks",history_war,st patrick's catholic church is the oldest surviving catholic church in sydney new south wales australia opened in is located junction of gloucester streets in the city suburb suburb the rocks in the sydney it also known as st patrick's church hill or st pat's church hill property owned trustees of the roman catholic archdiocese of sydney the marist fathers religious order have administered the parish since history the church built on land donated by catholic emancipist william william davis had originally been transported after the irish rebellion in early years of the colony when there no catholic priest sydney davis had sponsored catholic prayer at his home in plans advanced to build second catholic after original st mary's church the site was chosen be the ex-convict working-class in the rocks at the official city foundation stone blessed august design by william fernyhough based on st anthony's church in liverpool proved unsuitable the site and john frederick hired to redesign it built to andrew ross dedicated march of patrick's day of desire to avoid potential violence and religious bigotry it had no resident priest at as the first associated cleric francis appointed apostolic vicar of adelaide in irishman john mcencroe became the first permanent parish priest serving in that role from at his parish was entrusted thereafter the french marist fathers st opened parochial school in operated sisters originally in crypt of of church and in moving to school building church and along the nearby scots kirk st philip's anglican church gave rise to being nicknamed hill church church is associated the federation hall located at grosvenor street built as parish hall was used for that purpose until property sold by parish in the the of twentieth century developments such as plague and redevelopment of the rocks from residential to commercial area later the of sydney harbour bridge contributed to concerns about viability of parish the of st michael's st joseph's providence were demolished and st bridget's was merged with st patrick's the latter remaining in use as chapel of ease nevertheless st patrick's has remained extremely popular for catholic one of the busiest australia in church underwent major including the installation,easy
9082,The Big Apple Rotten to the Core,history_war,is big the the rotten core to apple hardcore punk compilation album that was released in it was the second release by records and distributed it one was internationally bob of produced by the hardcore punk compilations from new york urban area along with new thrash from the same year six bands side performed lower and included who after-hours dive bar that gave the new hardcore bands forum the compilation's cover and pr were provided the by first of scott eisner writers one to use the expression punk in review of the eisner later jumped off throgs neck bridge which of the queens links popularity bronx album to prompted wlir start weekly broadcast midnight riot which featured the other bands on album well many other hardcore hardcore the to bands station also it into regular rotation such black flag's tv party the were from queens their songs hinckley jr has done and the foster jodie to you moon moonies both of which were featured on the were put regular rotation on were the first hardcore airplay receive york in the new commercial to area john hinckley what has jodie foster done to you was nominated two weeks straight for the week screamer frontman ended jism award up the spending years in new york state prison after somewhat controversial arrest butch lust the hypocrites were from appeared lenny hell and manhattan steel pure punk the album as member of butch lust the member ace in the hole later in car crash on the mob also release went to queens the inch upset the system step forward and the album we come to crush of the later away bands from hardcore new to wanted that the punk influences and create faster thrash sounds often at were the only band that did not city's new reside but york five boroughs of instead from nassau county instinct were from queens and manhattan and were composed of guitarist jet suicide bobby hawk carolyn their and lengel kitty drummer two songs killer instinct and torture you first were recorded at the band's rehearsal studio rock bite in first gig and at killer was instinct's the band up six months later before the big apple rotten to the core even been released meryl lynch regrouped they later with,medium
940,The Raffles Relics,history_war,and features is the hornung raffles gentleman the relics raffles and his companion and biographer bunny manders the story was pall magazine september in relics was in mall published by the also included as the eighth story in collection thief in by windus published the sons in chatto london use night scribner's new york both in plot it december at which time secretly and are and ham are living reputations they in read in about the so-called raffles relics on at black raffles bunny journalist museum get excited journalist's new passive-aggressively scotland for two to visit the museum the museum without incident though an to tour them clerk give he arrives enthusiastic knowledgeable raffles on the inventory which includes the infamous cigarette criminals of them the clerk who the were shows box raffles relics from raffles's albany after his he points out once fired raffles on including at which roof had revolver and had once hidden pearl of the and walking-stick used bag house the at velvet thornaby use lord the of is unknown life-preserver that bunny had once hit raffles with raffles's the partner speaks and clerk poorly chest raffles's of to bunny's well-known detective and two other guests browse the tells hide detective face his raffles the bunny museum in some photographs bunny does so realizes that raffles has for vanished nonetheless tells irritated the to that clerk had he raffles catch train bunny lingers until the detective's party leaves the for clerk searches hours for raffles and leaves he in vain home anxiously waits for bunny wakes abruptly be in the collection and to relics raffles raffles see entire the except for the had hid himself in the chest using its items had relics collections other door his with side so that the robbery will not be noticed for weeks wonders about speaks relics prophetically putting also but again to use about the ongoing war might soon raffles them adaptations bbc radio adapted into episode the of the the first of its raffles radio drama the raffles relics which first on august raffles and bunny cochrane jeremy features drama episode clyde the faithfully follows of the original,hard
6712,Shalom Koboshvili,geography_places,shalom shalom koboshvili was georgian artist who drawings and paintings jewish life georgia born to poor family of jews in akhaltsikhe koboshvili originally intended for the rabbinate but quit religious training at an early age his interest in was discouraged by his family he was originally apprenticed printer all his knowledge of art effectively self-taught after varied career which he is to have met artist niko pirosmani he eventually became in watchman at the newly established jewish historic-ethnographic museum in tbilisi his work there apparently inspired devote himself painting and all his surviving work dates from period the year of his death koboshvili's work which is all in but naive style is entirely devoted to scenes of jewish life sometimes painted in oils sometimes in water colours paper are scenes relating to jewish marriages festivals including sukkot kippur and to scenes jewish life villages jewish kolkhozes the georgian jewish museum forcibly closed in the and its contents including the works of koboshvili were transferred to the georgian national museum which they still belong retrospective exhibition the works of koboshvili held the museum in tbilisi in see mayer mayer kirshenblatt notes references deaths people from akhaltsikhe jewish artists artists georgia country modern painters jews georgia country from russian empire,easy
10154,Tulpehocken Station Historic District,history_war,the is area district historic tulpehocken the station germantown neighborhood of philadelphia pennsylvania large suburban houses were in the area about to in variety of bracketed as styles carpenter gothic including and italianate the picturesque of architecture in the styles moved toward high victorian and second empire district was added of and places national the register in historic it covers six blocks by mccallum street on the north pennsylvania railroad on the south tulpehocken street walnut the on lane and on west east thirty-seven buildings in the district are considered to be significant and are considered to be with considered district's contributing be to contributing among properties properties are comawaben aka house west lane built mantle fielding architect button walnut lane house west walnut lane built built ave house ebenezer wayne townsend maxwell house tulpehocken st house walnut lane built morris house walnut pearson west walnut lane altered reformed episcopal atonement st greene built church episcopal of st church germantown wayne ave built tulpehocken station st built van dyke residence west walnut lane built see colonial district district also awbury historic germantown historic rittenhousetown historic hill historic district references external links at livingplaces com historic districts in philadelphia houses on the national register register national places of historic historic in philadelphia philadelphia stations on the register of historic places pennsylvania houses in philadelphia historic districts the on of pennsylvania national,medium
5595,Nadir of American race relations,history_war,history was the of race period in relations and american the of the united from the of reconstruction in through the the forth anti-black century more in racism when th was open pronounced than it had ever been during any mitchell's other the during the to lost nation's period period of many civil rights which they had gained during reconstruction anti-black lynchings discrimination white increased of all expressions segregation racial supremacy legalized rayford logan coined the phrase in his book the negro the life nadir logan tried the thought to and in period when the negro's status in american society reached its he suggesting its end improved relations as argued that claim race after that year historians such john hope franklin and henry as late be dates callis the as term arthur argued notably it used in books by james loewen as recently books background in other by scholars it as and also used loewen later dates arguing that the era was in fact the hope loewen's equity northern one idealistic civil widespread rights true nadir began when republicans ceased supporting blacks' southerners rights and ii war world united until lasted in entered states it this period the of and continuing in cotton prices with and by the characterized town both progressive nationwide the was phenomenon logan's focus was exclusively african americans the southern background the revisionism some white century in of reconstruction the th historians put forth the claim that reconstruction period republicans who and motivated by force were used revenge troops profit to southerners to corrupt governments that were run by unscrupulous and be blacks the blacks unqualified dismissed idea such scholars could capable of governing notable of this view were as the named influential william an after dunning at school historian columbia university another columbia professor burgess was notorious for writing that created men in of race has itself of civilization skin any kind the dunning sway for years it was popular to and nation it extent movie represented of birth was in margaret mitchell's novel gone with wind recent historians of many have the period of rejected,hard
7773,John Vredenburgh Van Pelt,geography_places,john vredenburgh van pelt february was an architectural historian author and american architect active in early to mid-twentieth-century new york city was partner in van pelt thompson van pelt and van pelt hardy goubert he had offices new york city patchogue long island van pelt born new orleans attended private schools until attending ecole des arts decoratifs the des beaux arts in paris in he worked for and hastings his offices were west th street new york city sharing office space with architectural firm of weiskopf pickworth and roe boulevard west patchogue long island new york during war he was chairman of committees and later in charge computing the budget he was member fellow of the institute architects chairman of the public information committee member societe des architectes diplomes paris member the beaux arts society new york and several years secretary the finer arts federation and patchogue of commerce works st the evangelist parish school swc of first avenue th street four-story brick and stone school fellow architect green patchogue village library building patchogue new york our lady of victory bronx new york nippon club at west rd street nyc joan of monument riverside rd street upper west side new york city anna hyatt huntington school and rectory of church of john nepomucene nyc built gennadius residences the school classical studies at athens built for greece but if america would have cost with marble carving being done by refugees smyrna united states post office patchogue new york church the guardian angel new york city th avenue st street residence newton fassett in elmira new york built residence george hardy fishers island built school lady of mercy webster avenue bronx new york built our lady the the rosary church yonkers new york st ambrose church manhattan published writings john van the essentials of as applied to art new york macmillan company john vredenburgh van introduction introduction toscane-the library architectural documents volume volume palais et autres edifices de la toscane volume d'espouy-fragments d'architecture antique new york pencil points press john van pelt masterpieces of spanish architecture new york points press references births american people dutch descent architects from new york city people from patchogue new york architects from new orleans orleans companies in manhattan defunct architecture based,easy
7939,Aase Berg,history_war,swedish poet berg critic aase is born and aase was among the founding members of the stockholm surrealist group in and published an early on she late in the during surrealistf company publishing emerged as one of the most young poets in sweden and has since had several collections of house publishing branches the of various bonnier by the largest and most prestigious in aase berg made her debut as prose writer with short story the on publishing vertigo the collection company in of carl-michael another of the stockholm has also been editor of the journal ra commonly known as blm to contributed later renamed the has journal tal and is for the newspaper awards and honours best translated book award shortlist transfer selected publications stockholm alba stockholm stockholm bonnier bonnier contributed bonnier to ed by viktoria derling vertigo stockholm bonnier selected of berg translated johannes ransson tuscaloosa action books translated with ransson deer johannes black by boston ocean references external links official site of the surrealist group in stockholm an article about aase berg people actionbooks org births women swedish living www writers swedish-language writers surrealist writers swedish surrealist artists women surrealist artists artists,medium
5222,Aldfield,geography_places,district in harrogate the parish is civil and aldfield of north yorkshire england about three miles west of ripon it to the fountains abbey became of the village part closest abbey estate in the population of parish artist was estimated in domesday of book aldfield sulphurous mineral was springs discovered were aldfield in leading to the establishment of aldfield lord de the adjacent spring an on grey cottage so adapted land that water could be used there for the treatment of still are in ruined it the closed various visible the historically the claro wapentake of the was west riding of yorkshire the artist the it was was yorkshire powell transferred william frith references links villages north civil parishes in north yorkshire,hard
1360,Alaminos Goat Farm,geography_places,alaminos goat farm agf is goat livestock raising and dairy processing facility in laguna philippines it was established in the valeriano rene almeda who managed the agf with his two sons he is known developing the alaminos anglo dairy line aadl and anglo-saanen crosses breed of dairy goats which are viable wet-dry tropical climate the philippines almeda produced the crosses breeding purebred saanen doe imported australia with buck imported from the united states the facility known pioneering use of indigofera zollingeriana goat feeds which observed to have increased the dairy production of the agf's herd the usage of the the shrub for dairy goat feeds later became subject research by the central luzon state university the philippine council for agriculture aquatic natural resources research and development pcaarrd the as recommended green forage for goats prior to this innovation the government has dismissed indigofera as tough non-palatable to plants but founder rene almeda through his research has found out that this wasn't case the alaminos goat farm primarily primarily produces bottled goat milk with smaller portion of the output made to make kesong puti local white cheese ice in its early years the facility mostly chinese-filipino customers in binondo manila but has expanded its market in agf became first business in the the philippines granted the food and drug administration to sell fresh goat milk supermarkets the business' milk are marketed under the alaminos milk star brand references external links dairy farming in the philippines in the philippines buildings and structures in laguna province,easy
2916,"Means House (Jonesville, South Carolina)",history_war,carolina south means jonesville was built near the in situated on an isolated acres in rural union county sc the square foot means house has register national historic of listed been on places since the included two contributing on situated an isolated union county south carolina the means house is an means built unrestored house treasure federal in is an example of georgian architecture the house features flemish bonded brick and federal period woodwork in the organization palmetto for trust preservation places historic purchased the home in partnership with the county historical the property have been listed with the palmetto historic for for trust although being sale as house is in rural area downtown spartanburg and the interstate corridor are within minutes from doorstep greenville-spartanburg sites airport historic minutes is nearby international other include rose hill plantation references houses the national register of historic places in south carolina architecture in south houses county carolina in register carolina national historic in union county south carolina,medium
1661,Bert Jones (public servant),history_war,spent john an public jones he died australian november was of his career in and serving as an war official member the he council between the jones and of of legislative biography territory of new guinea he district commissioner of sepik district in role same he the held following the invasion and helped evacuate the civilian population and became for four months from walked leaving hundred five kilometres his after post wewak to wau subsequently served as colonel in the new guinea during unit who edna he he the met port war later married the war he was appointed director district services affairs between and and was secretary he for native acting planning and returning to role he appointed the legislative following he australian the the he joined in elections when resigned department of territories becoming representative at the united nations trusteeship servants australian public at age died november the references he papua guinean servants territory of new guinea people members of legislative the deaths papua council and,hard
442,Mirror Dance,history_war,mirror dance is hugo- locus-award-winning science fiction novel by mcmaster bujold part vorkosigan it was first published by baen books in march and is included in omnibus miles errant plot summary mark miles vorkosigan's clone masquerades as him and dupes his mercenary force the dendarii undertaking mission free about clones jackson's whole anything-goes freebooters' planet where mark was created raised these teenage clones are scheduled to have their brains by those their wealthy aged progenitors when miles finds he attempts rescue his troops and his brother from the mess mark has made but is killed by needle grenade he is frozen cryonic cryonic chamber the spot medic in charge becomes separated from rest of men while retreating under under fire the medic uses an automated shipping system send the chamber safety but is killed before he tell anyone what he where he sent it dendarii flee the debacle and take mark to miles' parents on barrayar cordelia accepts him as another and has him acknowledged legally as member family after while mark becomes frustrated barrayaran imperial security's lack of progress progress he convinced that still on jackson's whole and decides go there himself helps buying him starship he invites some of the dendarii along including captain quinn miles' second-in-command lover meanwhile miles has been secretly received and resuscitated the duronas research group cloned medical genius and employed by jackson's whole magnate baron they hope they have miles rather than mark under their care but he suffering from normal hopefully temporary post-revival amnesia so they are unsure the duronas wish to hire dendarii who are known pulling off difficult extractions to escape jackson's whole miles' memory takes some time to return mark finds miles but captured by miles' old nemesis baron ryoval tortured for five days his personality fragments into four sub-personalities gorge the glutton grunt the sex pervert howl the masochist and killer the assassin together first first protect mark's fragile persona while killer bides his time when ryoval's assistant informs him that mark to have adjusted remarkably quickly is actually enjoying the torture frustrated ryoval decides to his victim alone killer takes the opportunity to kill ryoval enabling mark to escape mark sells ryoval's security codes baron fell for large sum money the durona group's freedom miles' short death and revivification have repercussions his health mark has his own problems thanks to his,easy
6759,Bishop Challoner Catholic College,history_war,school college bishop challoner roman secondary is catholic in the kings heath area of birmingham england the school has roll of students including sixth form the entitled national to are students average than free school the school sports college and college status as well as being recognised dfes training is trust the schools historical record opened of specialist in it was the first catholic secondary in birmingham in the school was awarded sports status in lead department was science department status granted the was awarded science specialism status in the school was named in july as computing hub for the in education computing after controversy national some encountered accused of discrimination hair policy arts for the second time the school has received government school achievement the for national award award curriculum results examination and artsmark for the drama music dance art and performance in the school the school's production of story west beast the beauty big side musical and we will rock have won the columba trophy for the school production in birmingham school has including dominick had fair olympic gymnast few alumni cunningham the performing arts we show choir were given the once-in-a-lifetime' opportunity as part of choir at taken benedict the xvi mass pope the by mass held at cofton park in longbridge was the pinnacle the pope's visit to great britain and returning was visit the before to vatican final in rome after weeks of rehearsals students and teachers joined the other choristers from across the nation seated to and grandstand directly in the were of the as he delivered the mass continuing the choir one three places the final national for the club glee club uk's best best the would win once-in-a-lifetime to perform on the west end stage at london's apollo victoria theatre home of december wicked was in judged the competition members of the wicked cast including lee mead any dream do rachel tucker bbc's i'd do anything and dearman at the louise academic school performance day has when of pupils received or more grades at gcse in this had risen to over of outstanding' more in school receiving achieved the march grade its section and section ofsted reports references establishments in england catholic secondary schools in the archdiocese in secondary birmingham educational of birmingham schools established west,medium
6009,"Alpha, New Jersey",history_war,borough is county of pohatcong as united in state states of census the borough's population was decrease of from the census of the in decline was from count census turn reflected incorporated as borough from portions of pohatcong by an act by on governor legislature woodrow new signed and june the wilson the results of may the was named for the but on history alpha works june incorporated as its was can be traced back much earlier date at the time there houses great only were the blizzard of of seven in what is now the corporate alpha the exact date first alpha the in in homes uncertain on is of the community was cabin household constructed by the pursel beside old the of vulcanite former now the trail portland company indian new avenue less than two incorporating community obtained continuation the installed streetcar and street were from line lights electric phillipsburg geography according to census bureau the borough had area of miles land miles square km and square square km of miles km unincorporated communities localities and place act located partially or pohatcong the borough is within surrounded by township borough making part of of doughnut towns in state where municipality entirely families another demographics in people counted households census the united the the population density per square mile there were housing square km mile of the density at average an per racial makeup was white black or african american american asian two from square hispanic races more races or islander or and latino of any on race were the population of the had together living were under had children couples of age the female householder with husband and of all households of individuals who had was living age years alone of someone and or older the household was and the average size was the from of age and to under were from of who were of or the median was years for females males had the and older population females every for males the census bureau's american community survey showed that in dollars household was income with,hard
5455,The Waeve,history_war,the waeve stylised as the waeve debut studio album band same name duo consisting of english singer-songwriters graham coxon and rose elinor dougall the album was released february by records background and dougall first met in concert by dougall's band pipettes and saw each other around occasionally over the but didn't consider collaborating until they met again in december at fundraiser for the lebanese cross at jazz caf in camden town london where coxon performed the night the fundraiser they discussed working together exchanged phone numbers over following christmas season the texted back forth sharing links to songs they both liked and exploring each other's music tastes they decided to january walk around hampstead heath and talking more discovering lot of common interests they decided to start together working in or three sessions week the two subsequently started dating and had baby girl girl together the duo's name was inspired by old english of word sea as as sae pointing to their english folk music inspiration water-centric lyrics and kind of reconciliation of feeling at odds what happening united kingdom at time writing production when the two got together write coxon took the opportunity to write music that people wouldn't necessarily expect from him something chord progressions neither expected their sessions lead to enough songs for full album as they into process without any planning just happy to work their own pace with no label management or producer looking over their shoulder songs would start chord sequences evolving as the two found different melodies and harmonies within those sequences as they would add new string arrangements they would eventually realise the song had extended ten minutes long need to rein it back coxon the runaway process to rabbit warren saying some songs went forever and are still probably going somewhere but the ones that we could keep control ended up on writing sessions involved the two playing whatever instruments they had around focusing physical instruments to avoid getting lost in the possibilities of their digital audio workstation's vast library synths while dougall said it just wouldn't be right if the album coxon's guitar playing it was his work on saxophone instrument he is classically trained in which really helped shape the multi-angled outline of album album coxon engineered most the album before duo brought on james ford ford finish record,easy
6605,Stephen Green,sports,steve refer green and steph steven american to film and television director green baron green of hurstpierpoint born hsbc ceo and british minister of state trade for of head christian stephen voice and voice uk fundamentalist lobby group stephen green born founder of green realty york urban area steve green born baseball canadian american player basketball born basketball player green footballer born jamaican footballer steve journalist born british co-editor the critical wave steve politician born of minnesota of member the green steve representatives singer christian music steven green born english cricketer steven alan green comedian writer and producer steven dale green and convicted of former murder us soldier steven green born former united states ambassador to republic of singapore see also stephen greene disambiguation st stephen's dublin green,medium
9282,Thomas W. Hill,geography_places,wisconsin an of warden farmer thomas hill number american january in local government he two one-year terms as member assembly term from ten republican as one walworth years second term background thomas hill was born in swanton on january and five years to he was essex lewis york old new elsewhere in the his parents he child and he was who lived until raised he years with in by his the fall of he left for the frontier mostly on on he in in wisconsin foot territory geneva the october that year and found work in store and in on he local plot now which march in he land lyons for the rest of his life was elected to office for as was collector chosen the first he when time and in the spring of he joined the presbyterian church previous of the geneva after during by moved in meetings winter february he married lydia ferris on their first anniversary for hudson land where in his they lived to moved of three decades they continued to improve the original land holdings expanded to hill the and his and fellow pursued private education public office held in his time there the of board supervisors county between to was of the he and supervisors one year as the board's chairman one the superintendents term decades assembly his the the in first poor the wisconsin sixth session the state legislature in he the walworth county the hudson of geneva he district and towns was elkhorn the committee on claims and was succeeded in in the next again democrat session the elected republican hanson land assembly spafard fellow in redistricted frontier nd district which consisted of la grange richmond again he creek whitewater the sugar to was and once committee and to town and organization he in the next session assembly by the daniel fellow with after smith serving continued to farm and in local politics in spring of the there back moved to and geneva until he stayed spring of when he,hard
3294,Blackwell Northern Gateway Railroad,sports,blackwell northern gateway railroad bngr is railroad headquartered oklahoma it operates on tracks owned by blackwell industrial authority bia the oklahoma department of transportation odot the was replacement for blackwell and northern railway bnr which service over same line november which turn the for prior south kansas oklahoma railroad the bngr chartered in oklahoma on october contracted to replace bnr in late and operating january it an employer for the purposes railroad retirement act it operates miles miles of line from blackwell hunnewell kansas trackage rights wellington it interchanges with the bnsf at wellington and via the bnsf with union it also generates revenue storing railcars for larger it had employees as of when region experienced flooding in may line was severely damaged areas around blackwell braman oklahoma and south kansas the line was temporarily down since owners could not immediately afford make all repairs external links us rail partners ltd blackwell northern gateway railroad industrial authority oklahoma kansas,easy
8385,"2022 Cook County, Illinois, elections",geography_places,elections november the cook on primaries held county were held on june elections were held for assessor clerk sheriff treasurer president the cook county board county of the cook board of of commissioners all seats of the cook county board of three seats on the water reclamation and judgeships on county circuit the the republican of cook party saw its representation on the cook county board of reduced two seats single cook county commissioner sean margin of morrison's the only marked victory victory in race for republican with democrats winning all other partisan elections election information was midterm in the states general united cook and primaries the for county races coincided with those for house and and those elections in the primary among registered voters cast in was with turnout was voters turnout among registered voters in the city of chicago with cast assessor first-term incumbent kaegi democrat was to primary the second democratic democratic term primary in the incumbent kaegi was challenged water reclamation district president kari steele polling endorsements republican nomination candidates ran uncontested ran in the libertarian primary primary tsatsoulis in the libertarian primary for assessor general election clerk incumbent clerk karen yarbrough democrat was reelected to yarbrough uncontested second primary term ran democratic in the democratic primary republican nomination no ran in the republican primary the republican party nominated former county schreiner peraica occasional joseph tony commissioner an primary candidate for office illinois house of representatives libertarian candidate in district ran uncontested in the primary marco expressed general gomez run election interest did but sheriff the incumbent sheriff tom dart democrat reelected to fifth term only democrats held this office ever o'grady james democratic unseated michael primary since sheahan dart was challenged in the democratic by noland rivera carmen navarro latonya ruffin and kirk only rivera no candidates the nomination republican in ballot ran the republican party primary the republican party later nominated lupe libertarian primary cook county sheriff's department deputy in the uncontested perennial candidate after primary brad richard mayers was disqualified and removed the ballot jack kozlowski expressed interest did not run general election pappas treasurer to was incumbent democrat reelected maria democratic primary pappas unchallenged in the democratic primary primary no candidates in the republican primary later nominated,medium
5607,Santa Maria Regina Pacis a Monte Verde,history_war,monteverde central is in th-century pacis verde santa parochial church rome the first church the monteverde area built the begun stopped not complete construction was but was in until construction until jews were hidden in church for month during second virgin added war world silvio child mosaic and was by novaro in from twenty-two paintings depicting the life of mary they fire in in it were added destroyed april were was titular to be held by cardinal-priest pope john paul visited not alvarez francisco ii joseph cardinal-protectors antony in padiyara parecattil mart nez santa cantoni references links titular rome xii gianicolense roman catholic church buildings roman italy in completed in,hard
7907,Ashraf Ali Khan (politician),geography_places,ashraf ali khan also known as kunwar mohammad ashraf ali khan was an indian national congress politician independence activist sadabad uttar pradesh india he zamindar of sadabad and also known as of sadabad before independence of india he elected as member of united province legislative assembly year as an indian national congress after independence of india he contested election in and was elected an indian national party candidate from sadabad to uttar pradesh legislative assembly he founded college sadabad sadabad named sadabad inter college his son javed ali was also an indian national congress politician who also served as minister uttar pradesh government winning election in from sadabad references uttar pradesh mlas independence activists from uttar pradesh indian congress politicians people from hathras district births deaths founders of indian schools colleges indian national politicians from uttar pradesh,easy
